"word"	"headword"	"pos"	"meaning"
"ter"	"tres -es -ia, tertius -a -um, terni -ae -a, ter"	"NUM"	" 3 times, on 3 occasions - (ADVERB answers 'how often')"
"ternas"	"tres -es -ia, tertius -a -um, terni -ae -a, ter"	"NUM"	" 3 each/apiece/times/fold/together/at a time - 'how many each'"
"terra"	"terra, terrae"	"N"	"earth, land, ground"
"terram"	"terra, terrae"	"N"	"earth, land, ground"
"terrena"	"terrenus, terrena, terrenum"	"ADJ"	"of earth, earthly"
"tertio"	"tres -es -ia, tertius -a -um, terni -ae -a, ter"	"NUM"	" 3th - (ORD, 'in series')"
"testamur"	"testor, testari, testatus sum"	"V"	"give as evidence"
"testatur"	"testor, testari, testatus sum"	"V"	"give as evidence"
"testimonium"	"testimonium, testimoni(i)"	"N"	"testimony"
"thomae"	"Thomas, Thomae"	"N"	"Thomas"
"thomas"	"Thomas, Thomae"	"N"	"Thomas"
"tiberiade"	"Tiberias, Tiberiadis"	"N"	"Tiberias, a city in Galilee"
"tiberiadis"	"Tiberias, Tiberiadis"	"N"	"Tiberias, a city in Galilee"
"tibi"	"tu, tui"	"PRON"	"you (sing.)"
"timebant"	"timeo, timere, timui, -"	"V"	"fear, dread, be afraid (ne + SUB = lest"
"timere"	"timeo, timere, timui, -"	"V"	"fear, dread, be afraid (ne + SUB = lest"
"timuerunt"	"timeo, timere, timui, -"	"V"	"fear, dread, be afraid (ne + SUB = lest"
"timuit"	"timeo, timere, timui, -"	"V"	"fear, dread, be afraid (ne + SUB = lest"
"titulum"	"titulus, tituli"	"N"	"title (person/book)"
"tollam"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tollas"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tolle"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tollent"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tollere"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tollerentur"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tolleret"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tollis"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tollit"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tollite"	"tollo, tollere, sustuli, sublatus"	"V"	"lift, raise"
"tonitruum"	"tonitrus, tonitrus"	"N"	"thunder"
"torrentem"	"torreo, torrere, torrui, tostus"	"V"	"parch, roast, scorch, bake, burn"
"tota"	"totus, tota, totum (gen -ius)"	"ADJ"	"whole, all, entire, total, complete"
"totum"	"totus, tota, totum (gen -ius)"	"ADJ"	"whole, all, entire, total, complete"
"totus"	"totus, tota, totum (gen -ius)"	"ADJ"	"whole, all, entire, total, complete"
"tradebat"	"trado, tradere, tradidi, traditus"	"V"	"hand over, surrender"
"traderer"	"trado, tradere, tradidi, traditus"	"V"	"hand over, surrender"
"traderet"	"trado, tradere, tradidi, traditus"	"V"	"hand over, surrender"
"tradet"	"trado, tradere, tradidi, traditus"	"V"	"hand over, surrender"
"tradiderunt"	"trado, tradere, tradidi, traditus"	"V"	"hand over, surrender"
"tradidissemus"	"trado, tradere, tradidi, traditus"	"V"	"hand over, surrender"
"tradidit"	"trado, tradere, tradidi, traditus"	"V"	"hand over, surrender"
"tradit"	"trado, tradere, tradidi, traditus"	"V"	"hand over, surrender"
"traditurus"	"trado, tradere, tradidi, traditus"	"V"	"hand over, surrender"
"traham"	"traho, trahere, traxi, tractus"	"V"	"draw, drag, haul"
"trahentes"	"traho, trahere, traxi, tractus"	"V"	"draw, drag, haul"
"trahere"	"traho, trahere, traxi, tractus"	"V"	"draw, drag, haul"
"trans"	"trans"	"PREP"	"across, over"
"transeat"	"transeo, transire, transivi(ii), transitus"	"V"	"go over, cross"
"transfixerunt"	"transfigo, transfigere, transfixi, transfixus"	"V"	"transfix, pierce through"
"transi"	"transeo, transire, transivi(ii), transitus"	"V"	"go over, cross"
"transiit"	"transeo, transire, transivi(ii), transitus"	"V"	"go over, cross"
"transire"	"transeo, transire, transivi(ii), transitus"	"V"	"go over, cross"
"traxerit"	"traho, trahere, traxi, tractus"	"V"	"draw, drag, haul"
"traxit"	"traho, trahere, traxi, tractus"	"V"	"draw, drag, haul"
"trecentis"	"trecenti -ae -a, trecentesimus -a -um, treceni -ae -a, trecentie(n)s"	"NUM"	" 300 - (CARD answers 'how many')"
"tribunali"	"tribunal, tribunalis"	"N"	"raised platform"
"tribunus"	"tribunus, tribuni"	"N"	"tribune"
"tribus"	"tres -es -ia, tertius -a -um, terni -ae -a, ter"	"NUM"	" 3 - (CARD answers 'how many')"
"triginta"	"triginta, tricesimus -a -um, triceni -ae -a, tricie(n)s"	"NUM"	" 30 - (CARD answers 'how many')"
"tristitia"	"tristitia, tristitiae"	"N"	"sadness"
"tristitiam"	"tristitia, tristitiae"	"N"	"sadness"
"tu"	"tu, tui"	"PRON"	"you (sing.)"
"tua"	"tuus, tua, tuum"	"ADJ"	"your (sing.)"
"tuae"	"tuus, tua, tuum"	"ADJ"	"your (sing.)"
"tuam"	"tuus, tua, tuum"	"ADJ"	"your (sing.)"
"tuas"	"tuus, tua, tuum"	"ADJ"	"your (sing.)"
"tui"	"tu, tui"	"PRON"	"you (sing.)"
"tulerunt"	"fero, ferre, tuli, latus"	"V"	"bring, bear"
"tulit"	"fero, ferre, tuli, latus"	"V"	"bring, bear"
"tunc"	"tunc"	"ADV"	"then, thereupon, at that time"
"tunica"	"tunica, tunicae"	"N"	"undergarment, shirt,tunic"
"tunicam"	"tunica, tunicae"	"N"	"undergarment, shirt,tunic"
"tuo"	"tuus, tua, tuum"	"ADJ"	"your (sing.)"
"tuos"	"tuus, tua, tuum"	"ADJ"	"your (sing.)"
"turba"	"turba, turbae"	"N"	"commotion, uproar, turmoil, tumult, disturbance"
"turbam"	"turba, turbae"	"N"	"commotion, uproar, turmoil, tumult, disturbance"
"turbata"	"turbo, turbare, turbavi, turbatus"	"V"	"disturb, agitate, throw into confusion"
"turbatus"	"turbo, turbare, turbavi, turbatus"	"V"	"disturb, agitate, throw into confusion"
"turbavit"	"turbo, turbare, turbavi, turbatus"	"V"	"disturb, agitate, throw into confusion"
"turbetur"	"turbo, turbare, turbavi, turbatus"	"V"	"disturb, agitate, throw into confusion"
"tuum"	"tuus, tua, tuum"	"ADJ"	"your (sing.)"
"tuus"	"tuus, tua, tuum"	"ADJ"	"your (sing.)"
"ubi"	"ubi"	"CONJ"	"where, whereby"
"ullam"	"ullus, ulla, ullum (gen -ius)"	"ADJ"	"any"
"umquam"	"umquam"	"ADV"	"ever, at any time"
"una"	"unus -a -um, primus -a -um, singuli -ae -a, semel"	"NUM"	" 1 - (CARD answers 'how many')"
"unde"	"unde"	"ADV"	"from where, whence, from what or which place"
"unguenti"	"unguo, unguere, unxi, unctus"	"V"	"anoint/rub (w/oil/unguent)"
"unguento"	"unguentum, unguenti"	"N"	"oil, ointment"
"unguentum"	"unguo, unguere, unxi, unctus"	"V"	"anoint/rub (w/oil/unguent)"
"unicuique"	"unicuique"	"X"	"each one"
"unigeniti"	"unigenitus, unigenita, unigenitum"	"ADJ"	"only begotten"
"unigenitum"	"unigenitus, unigenita, unigenitum"	"ADJ"	"only begotten"
"unigenitus"	"unigenitus, unigenita, unigenitum"	"ADJ"	"only begotten"
"unum"	"unus -a -um, primus -a -um, singuli -ae -a, semel"	"NUM"	" 1 - (CARD answers 'how many')"
"unus"	"unus -a -um, primus -a -um, singuli -ae -a, semel"	"NUM"	" 1 - (CARD answers 'how many')"
"unusquisque"	"unusquisque"	"X"	"each one"
"unxit"	"ungo, ungere, unxi, unctus"	"V"	"anoint/rub (w/oil/unguent)"
"usque"	"usque"	"ADV"	"all the way, right on"
"ut"	"ut"	"CONJ"	"to (+ subjunctive), in order that/to"
"utique"	"utor, uti, usus sum"	"V"	"use, make use of, enjoy"
"utrum"	"uter, utra, utrum"	"ADJ"	"which (of two), whichever, no matter which"
"vadam"	"vado, vadere, vasi, -"	"V"	"go, advance, rush, hurry"
"vadat"	"vado, vadere, vasi, -"	"V"	"go, advance, rush, hurry"
"vade"	"vado, vadere, vasi, -"	"V"	"go, advance, rush, hurry"
"vadis"	"vadum, vadi"	"N"	"shallow place, stream"
"vadit"	"vado, vadere, vasi, -"	"V"	"go, advance, rush, hurry"
"vado"	"vadum, vadi"	"N"	"shallow place, stream"
"vaginam"	"vagina, vaginae"	"N"	"sheath, scabbard"
"valebant"	"valeo, valere, valui, valitus"	"V"	"be strong/powerful/influential/healthy"
"vas"	"vas, vasis"	"N"	"vessel/dish"
"vel"	"vel"	"CONJ"	"or"
"vendebant"	"vendo, vendere, vendidi, venditus"	"V"	"sell"
"vendentes"	"vendo, vendere, vendidi, venditus"	"V"	"sell"
"venerant"	"venio, venire, veni, ventus"	"V"	"come"
"venerat"	"venio, venire, veni, ventus"	"V"	"come"
"venerit"	"venio, venire, veni, ventus"	"V"	"come"
"venerunt"	"venio, venire, veni, ventus"	"V"	"come"
"veni"	"venio, venire, veni, ventus"	"V"	"come"
"veniam"	"venio, venire, veni, ventus"	"V"	"come"
"veniat"	"venio, venire, veni, ventus"	"V"	"come"
"veniebant"	"venio, venire, veni, ventus"	"V"	"come"
"veniebat"	"venio, venire, veni, ventus"	"V"	"come"
"veniemus"	"venio, venire, veni, ventus"	"V"	"come"
"veniens"	"venio, venire, veni, ventus"	"V"	"come"
"venient"	"venio, venire, veni, ventus"	"V"	"come"
"venientem"	"venio, venire, veni, ventus"	"V"	"come"
"veniet"	"venio, venire, veni, ventus"	"V"	"come"
"veniit"	"veneo, venire, venivi(ii), venitus"	"V"	"go for sale, be sold (as slave), be disposed of for (dishonorable/venal) gain"
"venimus"	"venio, venire, veni, ventus"	"V"	"come"
"venio"	"venio, venire, veni, ventus"	"V"	"come"
"venire"	"venio, venire, veni, ventus"	"V"	"come"
"venissem"	"venio, venire, veni, ventus"	"V"	"come"
"venissent"	"venio, venire, veni, ventus"	"V"	"come"
"venisset"	"venio, venire, veni, ventus"	"V"	"come"
"venisti"	"venio, venire, veni, ventus"	"V"	"come"
"venit"	"venio, venire, veni, ventus"	"V"	"come"
"venite"	"venio, venire, veni, ventus"	"V"	"come"
"veniunt"	"venio, venire, veni, ventus"	"V"	"come"
"vento"	"venio, venire, veni, ventus"	"V"	"come"
"ventre"	"venter, ventris"	"N"	"stomach, womb"
"ventrem"	"venter, ventris"	"N"	"stomach, womb"
"ventura"	"venio, venire, veni, ventus"	"V"	"come"
"venturi"	"venio, venire, veni, ventus"	"V"	"come"
"venturus"	"venio, venire, veni, ventus"	"V"	"come"
"vera"	"verus, vera -um, verior -or -us, verissimus -a -um"	"ADJ"	"true, real, genuine, actual"
"verax"	"verax, veracis (gen.), veracior -or -us, veracissimus -a -um"	"ADJ"	"speaking the truth, truthful (people)"
"verba"	"verbum, verbi"	"N"	"word"
"verbis"	"verbum, verbi"	"N"	"word"
"verbum"	"verbum, verbi"	"N"	"word"
"vere"	"verus, vera -um, verior -or -us, verissimus -a -um"	"ADJ"	"true, real, genuine, actual"
"veri"	"verus, vera -um, verior -or -us, verissimus -a -um"	"ADJ"	"true, real, genuine, actual"
"veritas"	"veritas, veritatis"	"N"	"truth, fact, accuracy"
"veritate"	"veritas, veritatis"	"N"	"truth, fact, accuracy"
"veritatem"	"veritas, veritatis"	"N"	"truth, fact, accuracy"
"veritati"	"veritas, veritatis"	"N"	"truth, fact, accuracy"
"veritatis"	"veritas, veritatis"	"N"	"truth, fact, accuracy"
"vero"	"verus, vera -um, verior -or -us, verissimus -a -um"	"ADJ"	"true, real, genuine, actual"
"vertetur"	"verto, vertere, verti, versus"	"V"	"turn, turn around"
"verum"	"verus, vera -um, verior -or -us, verissimus -a -um"	"ADJ"	"true, real, genuine, actual"
"verumtamen"	"verumtamen"	"CONJ"	"but yet, nevertheless, but even so, still (resuming after digression)"
"verus"	"verus, vera -um, verior -or -us, verissimus -a -um"	"ADJ"	"true, real, genuine, actual"
"veste"	"vestis, vestis"	"N"	"garment, clothing, blanket"
"vestem"	"vestis, vestis"	"N"	"garment, clothing, blanket"
"vester"	"vester, vestra, vestrum"	"ADJ"	"your (pl.), of/belonging to/associated with you"
"vestimenta"	"vestimentum, vestimenti"	"N"	"garment, robe"
"vestimentum"	"vestimentum, vestimenti"	"N"	"garment, robe"
"vestra"	"vester, vestra, vestrum"	"ADJ"	"your (pl.), of/belonging to/associated with you"
"vestram"	"vester, vestra, vestrum"	"ADJ"	"your (pl.), of/belonging to/associated with you"
"vestri"	"vos, vostri, vostrum"	"PRON"	"you (pl.), ye"
"vestris"	"vester, vestra, vestrum"	"ADJ"	"your (pl.), of/belonging to/associated with you"
"vestro"	"vester, vestra, vestrum"	"ADJ"	"your (pl.), of/belonging to/associated with you"
"vestros"	"vester, vestra, vestrum"	"ADJ"	"your (pl.), of/belonging to/associated with you"
"vestrum"	"vos, vostri, vostrum"	"PRON"	"you (pl.), ye"
"via"	"via, viae"	"N"	"way, road, street"
"viam"	"via, viae"	"N"	"way, road, street"
"vici"	"vicis, vicis"	"N"	"turn, change, succession"
"vicini"	"vicinus, vicina, vicinum"	"ADJ"	"nearby, neighboring"
"vide"	"video, videre, vidi, visus"	"V"	"see, look at"
"videamus"	"video, videre, vidi, visus"	"V"	"see, look at"
"videant"	"video, videre, vidi, visus"	"V"	"see, look at"
"videat"	"video, videre, vidi, visus"	"V"	"see, look at"
"videbant"	"video, videre, vidi, visus"	"V"	"see, look at"
"videbis"	"video, videre, vidi, visus"	"V"	"see, look at"
"videbit"	"video, videre, vidi, visus"	"V"	"see, look at"
"videbitis"	"video, videre, vidi, visus"	"V"	"see, look at"
"videbo"	"video, videre, vidi, visus"	"V"	"see, look at"
"videbunt"	"video, videre, vidi, visus"	"V"	"see, look at"
"videmus"	"video, videre, vidi, visus"	"V"	"see, look at"
"videns"	"video, videre, vidi, visus"	"V"	"see, look at"
"vident"	"video, videre, vidi, visus"	"V"	"see, look at"
"videntes"	"video, videre, vidi, visus"	"V"	"see, look at"
"video"	"video, videre, vidi, visus"	"V"	"see, look at"
"viderant"	"video, videre, vidi, visus"	"V"	"see, look at"
"viderat"	"video, videre, vidi, visus"	"V"	"see, look at"
"videre"	"video, videre, vidi, visus"	"V"	"see, look at"
"viderent"	"video, videre, vidi, visus"	"V"	"see, look at"
"videret"	"video, videre, vidi, visus"	"V"	"see, look at"
"videris"	"video, videre, vidi, visus"	"V"	"see, look at"
"viderit"	"video, videre, vidi, visus"	"V"	"see, look at"
"videritis"	"video, videre, vidi, visus"	"V"	"see, look at"
"videro"	"video, videre, vidi, visus"	"V"	"see, look at"
"viderunt"	"video, videre, vidi, visus"	"V"	"see, look at"
"videt"	"video, videre, vidi, visus"	"V"	"see, look at"
"videte"	"video, videre, vidi, visus"	"V"	"see, look at"
"videtis"	"video, videre, vidi, visus"	"V"	"see, look at"
"videtur"	"video, videre, vidi, visus"	"V"	"see, look at"
"vidi"	"video, videre, vidi, visus"	"V"	"see, look at"
"vidimus"	"video, videre, vidi, visus"	"V"	"see, look at"
"vidissent"	"video, videre, vidi, visus"	"V"	"see, look at"
"vidisset"	"video, videre, vidi, visus"	"V"	"see, look at"
"vidisti"	"video, videre, vidi, visus"	"V"	"see, look at"
"vidistis"	"video, videre, vidi, visus"	"V"	"see, look at"
"vidit"	"video, videre, vidi, visus"	"V"	"see, look at"
"viginti"	"viginti, vicesimus -a -um, viceni -ae -a, vicie(n)s"	"NUM"	" 20 - (CARD answers 'how many')"
"vino"	"vinum, vini"	"N"	"wine"
"vinum"	"vinum, vini"	"N"	"wine"
"vir"	"vir, viri"	"N"	"man"
"viri"	"virus, viri"	"N"	"venom (sg.), poisonous secretion of snakes/creatures/plants"
"viros"	"vir, viri"	"N"	"man"
"virum"	"vir, viri"	"N"	"man"
"vis"	"vis"	"X"	"be willing"
"viso"	"video, videre, vidi, visus"	"V"	"see, look at"
"vita"	"vita, vitae"	"N"	"life, career, livelihood"
"vitae"	"vita, vitae"	"N"	"life, career, livelihood"
"vitam"	"vita, vitae"	"N"	"life, career, livelihood"
"vite"	"vitis, vitis"	"N"	"vine"
"vitis"	"vita, vitae"	"N"	"life, career, livelihood"
"vivae"	"vivus, viva, vivum"	"ADJ"	"alive, fresh"
"vivam"	"vivus, viva, vivum"	"ADJ"	"alive, fresh"
"vivens"	"vivo, vivere, vixi, victus"	"V"	"be alive, live"
"vivent"	"vivo, vivere, vixi, victus"	"V"	"be alive, live"
"vivet"	"vivo, vivere, vixi, victus"	"V"	"be alive, live"
"vivetis"	"vivo, vivere, vixi, victus"	"V"	"be alive, live"
"vivificat"	"vivifico, vivificare, vivificavi, vivificatus"	"V"	"bring back to life"
"vivit"	"vivo, vivere, vixi, victus"	"V"	"be alive, live"
"vivo"	"vivus, viva, vivum"	"ADJ"	"alive, fresh"
"vivus"	"vivus, viva, vivum"	"ADJ"	"alive, fresh"
"vobis"	"vos, vostri, vostrum"	"PRON"	"you (pl.), ye"
"vobismet"	"vosmet, vostrimet"	"PRON"	"yourself (plur.)"
"voca"	"voco, vocare, vocavi, vocatus"	"V"	"call, summon"
"vocaberis"	"voco, vocare, vocavi, vocatus"	"V"	"call, summon"
"vocaret"	"voco, vocare, vocavi, vocatus"	"V"	"call, summon"
"vocat"	"voco, vocare, vocavi, vocatus"	"V"	"call, summon"
"vocatis"	"voco, vocare, vocavi, vocatus"	"V"	"call, summon"
"vocatus"	"voco, vocare, vocavi, vocatus"	"V"	"call, summon"
"vocaverunt"	"voco, vocare, vocavi, vocatus"	"V"	"call, summon"
"vocavit"	"voco, vocare, vocavi, vocatus"	"V"	"call, summon"
"voce"	"vox, vocis"	"N"	"voice, tone, expression"
"vocem"	"voco, vocare, vocavi, vocatus"	"V"	"call, summon"
"volebant"	"volo, velle, volui, -"	"V"	"wish, want, prefer"
"volebas"	"volo, velle, volui, -"	"V"	"wish, want, prefer"
"volebat"	"volo, velle, volui, -"	"V"	"wish, want, prefer"
"volo"	"volo, velle, volui, -"	"V"	"wish, want, prefer"
"voluerit"	"volo, velle, volui, -"	"V"	"wish, want, prefer"
"volueritis"	"volo, velle, volui, -"	"V"	"wish, want, prefer"
"voluistis"	"volo, velle, volui, -"	"V"	"wish, want, prefer"
"voluit"	"volo, velle, volui, -"	"V"	"wish, want, prefer"
"volumus"	"volo, velle, volui, -"	"V"	"wish, want, prefer"
"voluntas"	"voluntas, voluntatis"	"N"	"will, desire"
"voluntate"	"voluntas, voluntatis"	"N"	"will, desire"
"voluntatem"	"voluntas, voluntatis"	"N"	"will, desire"
"vos"	"vos, vostri, vostrum"	"PRON"	"you (pl.), ye"
"vox"	"vox, vocis"	"N"	"voice, tone, expression"
"vult"	"vult"	"X"	"be willing"
"vultis"	"vultis"	"X"	"be willing"
"zebedaei"	"Zebedaeus, Zebedaei"	"N"	"Zebedee, father of James and John, two disciples of Jesus"
"zelus"	"zelus, zeli"	"N"	"jealousy"
